arrival_ts,event_ts,duration,stride_x,stride_y,stride_z,is_lm_present,inst_stride_len,inst_cascade,inst_speed,is_td_present,running,sequence_num
54736332982911,355885,839,1234,-244,128,true,125,0.0,-1.0,false,true,3259
54737509066609,357146,796,1095,-508,-58,true,120,0.0,-1.0,false,true,3288
54738678498900,358324,816,1546,-177,2,true,155,0.0,-1.0,false,true,3423
54740424847753,359502,816,1261,-19,141,true,126,0.0,-1.0,false,true,3397
54741010504680,360700,776,1160,-84,26,true,116,0.0,-1.0,false,true,3412
54742177524940,361818,816,1282,-152,270,true,129,0.0,-1.0,false,true,3384
54743349835669,362977,776,1264,-142,131,true,127,0.0,-1.0,false,true,3360
54744520575773,364095,736,1205,-390,-11,true,126,0.0,-1.0,false,true,3383
54746274508272,365193,796,1311,-152,69,true,131,0.0,-1.0,false,true,3418
54746862329574,366331,776,1193,-350,225,true,124,0.0,-1.0,false,true,3369
54748033397230,367449,736,1220,-523,72,true,132,0.0,-1.0,false,true,3320
54748615722438,368547,777,1194,-224,261,true,121,0.0,-1.0,false,true,3386
54749789946187,369646,796,1345,-362,-68,true,139,0.0,-1.0,false,true,3380
54751539561239,370764,796,1437,-266,-7,true,146,0.0,-1.0,false,true,3386
54752129047280,371862,776,1264,-357,69,true,131,0.0,-1.0,false,true,3365
54753296168009,372961,775,1508,-346,-51,true,154,0.0,-1.0,false,true,3385
54754469119050,374099,796,1251,-109,154,true,125,0.0,-1.0,false,true,3414
54755635052800,375297,836,1192,-95,126,true,119,0.0,-1.0,false,true,3404
54756805956497,376455,836,1329,-50,163,true,132,0.0,-1.0,false,true,3396
54757975754986,377573,776,1408,-277,82,true,143,0.0,-1.0,false,true,3331
54759143709309,378671,776,1186,-454,89,true,126,0.0,-1.0,false,true,3256
54760322030402,379789,796,1241,-464,199,true,132,0.0,-1.0,false,true,3273
54761489946131,380888,776,1409,-361,84,true,145,0.0,-1.0,false,true,3357
54762069288005,381986,776,1310,-51,-86,true,131,0.0,-1.0,false,true,3410
54763825273890,383044,776,1306,-71,267,true,130,0.0,-1.0,false,true,3448
54764410123213,384122,776,1515,-22,28,true,151,0.0,-1.0,false,true,3414
54765580429931,385201,776,1501,-212,-32,true,151,0.0,-1.0,false,true,3370
54766751131077,386299,796,1531,-166,-100,true,153,0.0,-1.0,false,true,3371
54767919575764,387397,796,1408,-370,122,true,145,0.0,-1.0,false,true,3255
54769092427690,388515,856,934,-648,133,true,113,0.0,-1.0,false,true,2924
54770265504357,389853,876,327,-904,192,true,96,0.0,-1.0,false,true,2615
54771432391544,391427,420,-26,-20,43,true,3,0.0,-1.0,false,true,1778
54776114729511,395740,859,-1236,-162,229,true,124,0.0,-1.0,false,true,1706
54777284114666,396922,795,-1280,-97,56,true,128,0.0,-1.0,false,true,1635
54778453586020,398020,776,-1493,149,-57,true,150,0.0,-1.0,false,true,1632
54779618021072,399078,776,-1382,257,145,true,140,0.0,-1.0,false,true,1602
54780203305707,400156,736,-1271,516,235,true,137,0.0,-1.0,false,true,1590
54781376672113,401194,796,-1514,154,-19,true,152,0.0,-1.0,false,true,1633
54782543743362,402273,736,-1491,282,128,true,151,0.0,-1.0,false,true,1668
54783717912372,403311,796,-1418,-68,17,true,141,0.0,-1.0,false,true,1772
54784885266643,404429,796,-1743,-415,-251,true,179,0.0,-1.0,false,true,1882
54786057080236,405587,796,-1051,-766,-32,true,130,0.0,-1.0,false,true,2165
54787811015652,406885,976,-297,-738,154,true,79,0.0,-1.0,false,true,2101
54788396142006,408479,300,-26,-13,20,true,2,0.0,-1.0,false,true,1555
54789571555339,409418,400,-43,-71,19,true,8,0.0,-1.0,false,true,1979
54791903052786,410975,480,-102,-185,88,true,21,0.0,-1.0,false,true,2197
54791906247265,411916,98,15,16,4,true,2,0.0,-1.0,false,true,2318
54798341361325,418483,360,32,216,25,true,21,0.0,-1.0,false,true,2054
54800098674814,419581,919,-52,-1261,9,true,126,0.0,-1.0,false,true,2382
54801263920334,420863,755,0,-1276,327,true,127,0.0,-1.0,false,true,2566
54802435561271,422100,596,-37,-500,338,true,50,0.0,-1.0,false,true,2474
54803605655073,423138,637,-107,-792,549,true,79,0.0,-1.0,false,true,2515
54804776731427,424333,799,240,-1329,56,true,135,0.0,-1.0,false,true,2633
