arrival_ts,event_ts,duration,stride_x,stride_y,stride_z,is_lm_present,inst_stride_len,inst_cascade,inst_speed,is_td_present,running,sequence_num
187351978921756,1181456,639,-422,-55,45,true,42,0.0,-1.0,false,true,3368
187353178914464,1182576,817,-1205,-256,71,true,123,0.0,-1.0,false,true,3400
187354378143630,1183775,796,-1217,160,9,true,122,0.0,-1.0,false,true,3293
187355578513838,1184953,836,-1228,171,-73,true,123,0.0,-1.0,false,true,3292
187356777416129,1186151,816,-1115,171,0,true,112,0.0,-1.0,false,true,3267
187357974274410,1187329,796,-1183,141,193,true,119,0.0,-1.0,false,true,3276
187359174055034,1188448,815,-1275,222,129,true,129,0.0,-1.0,false,true,3295
187360376504565,1189626,835,-1253,-24,60,true,125,0.0,-1.0,false,true,3317
187361575442533,1190824,815,-1188,152,-53,true,119,0.0,-1.0,false,true,3264
187362775596595,1192002,795,-1403,-17,33,true,140,0.0,-1.0,false,true,3283
187363381725866,1193181,555,-515,42,96,true,51,0.0,-1.0,false,true,3251
187372979734821,1203260,240,-24,12,68,true,2,0.0,-1.0,false,true,3074
187373576065706,1203640,239,-17,8,-84,true,1,0.0,-1.0,false,true,3256
187374184978622,1204638,220,-8,4,86,true,0,0.0,-1.0,false,true,3086
187374775257528,1205038,219,20,0,-1,true,2,0.0,-1.0,false,true,3262
187375978079403,1205975,241,-47,30,63,true,5,0.0,-1.0,false,true,3073
187377175580444,1206396,239,0,1,-54,true,0,0.0,-1.0,false,true,3225
187377178490340,1207373,240,22,-21,117,true,3,0.0,-1.0,false,true,3113
187377775101694,1207714,239,-16,17,-15,true,2,0.0,-1.0,false,true,3234
187378977019610,1208651,240,-48,11,72,true,4,0.0,-1.0,false,true,3031
187378979393152,1209051,259,24,4,-28,true,2,0.0,-1.0,false,true,3245
187379574960287,1209969,260,-17,5,104,true,1,0.0,-1.0,false,true,3024
187380174381849,1210369,239,0,-9,32,true,0,0.0,-1.0,false,true,3210
