arrival_ts,event_ts,val_x,val_y,val_z,val_w
186656798246292,186656786466142,0.0,0.0,0.0,1.0
186656798427646,186656791257401,0.18244219,0.1924251,0.67987233,0.68371123
186656798559261,186656796048661,0.18301378,0.1894577,0.67986125,0.6843979
186656813748219,186656800839921,0.18216477,0.1872412,0.67962486,0.6854683
186656813829365,186656805631181,0.18148305,0.1858379,0.6791637,0.6864874
186656813903323,186656810422440,0.18138245,0.18523622,0.6784656,0.68736625
186656816517646,186656815244218,0.18189633,0.18513678,0.67757255,0.68813777
186656821489938,186656820035477,0.18293653,0.18540822,0.6765065,0.68883735
186656826290875,186656824826737,0.18450502,0.18583243,0.6753125,0.6894761
186656830991292,186656829617997,0.18635182,0.18634295,0.67401475,0.69011116
186656835762333,186656834409257,0.18814167,0.18691294,0.6726495,0.6908032
186656840899156,186656839200517,0.18949886,0.18740751,0.67127025,0.69163924
186656845895511,186656843991776,0.19032368,0.18768962,0.66994387,0.6926216
186656850766969,186656848783036,0.1905419,0.1876222,0.6687244,0.6937574
186656856214625,186656853574296,0.18994199,0.18693748,0.66770333,0.695089
186656861579833,186656858365556,0.18860616,0.18553266,0.66693634,0.6965639
186656864769677,186656863156815,0.18664564,0.18353695,0.666409,0.6981237
186656872256865,186656867978593,0.18425268,0.18101145,0.6660991,0.6997127
186656874510406,186656872769852,0.18153085,0.17819199,0.6659447,0.701293
186656879409781,186656877561112,0.17863326,0.17520513,0.66589075,0.70283914
186656884213792,186656882352372,0.1756841,0.17226024,0.6658977,0.7043023
186656890551813,186656887143632,0.17292416,0.16955228,0.66592515,0.7056153
186656894191552,186656891934892,0.1704221,0.16724779,0.66593,0.7067686
186656898991969,186656896726151,0.16825435,0.16542602,0.6658899,0.7077537
186656903178271,186656901517411,0.16651332,0.16411637,0.6657942,0.70856005
186656907865563,186656906308671,0.16524611,0.1632891,0.6656394,0.7091929
186656912444000,186656911099931,0.16449896,0.16303295,0.66540015,0.7096499
186656917950302,186656915891190,0.16430567,0.16323213,0.66509616,0.70993376
186656922515458,186656920712968,0.164625,0.16377476,0.66474545,0.71006334
186656927449938,186656925504227,0.1653409,0.1646315,0.6643438,0.7100748
186656932172906,186656930326005,0.1663658,0.16580239,0.66388094,0.7099958
186656936733583,186656935117265,0.16756211,0.16721965,0.6633623,0.7098669
186656941803479,186656939908524,0.16885409,0.1688051,0.66278386,0.7097258
186656946161188,186656944699784,0.17019293,0.1704887,0.6621509,0.70959437
186656950735719,186656949491044,0.17153795,0.1721737,0.66147494,0.70949405
