arrival_ts,event_ts,duration,stride_x,stride_y,stride_z,is_lm_present,inst_stride_len,inst_cascade,inst_speed,is_td_present,running,sequence_num
186657777417437,487331,639,-139,182,38,true,22,0.0,-1.0,false,true,3101
186658980110926,488609,640,-654,391,133,true,76,0.0,-1.0,false,true,3107
186660775024207,490267,700,-827,-549,-39,true,99,0.0,-1.0,false,false,299
186661982694102,491388,877,-146,-736,109,true,75,0.0,-1.0,false,false,357
186663176264987,492568,855,-324,-325,-314,true,45,0.0,-1.0,false,false,358
186663778656185,493686,756,-38,-470,-24,true,47,0.0,-1.0,false,false,399
186664978818424,494705,736,-110,-292,-417,true,31,0.0,-1.0,false,false,490
186666181898424,495703,777,128,-259,333,true,28,0.0,-1.0,false,true,1040
186667376789517,496762,677,1059,-200,135,true,107,0.0,-1.0,false,true,1899
186667977669152,497840,817,333,676,-46,true,75,0.0,-1.0,false,true,2094
186669184704152,498920,776,26,637,-220,true,63,0.0,-1.0,false,true,2147
186670378192537,499958,737,170,389,-388,true,42,0.0,-1.0,false,true,2168
186671583367588,500977,836,15,540,-216,true,54,0.0,-1.0,false,true,2256
186672182860973,502056,836,-211,162,376,true,26,0.0,-1.0,false,true,2757
186673378134775,503135,696,-1023,277,186,true,105,0.0,-1.0,false,false,21
186675176833889,504193,856,-327,-655,-12,true,73,0.0,-1.0,false,false,350
186675779944514,505292,776,-284,-425,-307,true,51,0.0,-1.0,false,false,377
186676381526701,506350,796,-7,-630,-157,true,63,0.0,-1.0,false,false,401
186677581160763,507368,796,-6,-525,-40,true,52,0.0,-1.0,false,false,517
186678776935867,508427,796,119,-144,331,true,18,0.0,-1.0,false,true,1072
186680581289199,509526,796,1310,121,134,true,131,0.0,-1.0,false,true,2098
186681178259772,510684,756,119,551,-90,true,56,0.0,-1.0,false,true,2132
186681781022897,511703,776,234,414,-185,true,47,0.0,-1.0,false,true,2130
186683576324823,512722,836,73,563,-107,true,56,0.0,-1.0,false,true,2187
186684176001021,513780,776,61,438,-370,true,44,0.0,-1.0,false,true,2401
186685377604562,514779,676,-470,889,-90,true,100,0.0,-1.0,false,true,3194
186685975163260,515837,657,-925,-561,-50,true,108,0.0,-1.0,false,false,356
186687177124822,516956,737,-147,-504,-450,true,52,0.0,-1.0,false,false,398
186688979982998,517975,816,-204,-539,-197,true,57,0.0,-1.0,false,false,389
186689580160967,519014,816,-148,-378,-469,true,40,0.0,-1.0,false,false,338
186690179079925,520033,776,-265,-590,-158,true,64,0.0,-1.0,false,false,353
186691381822997,521151,377,-166,-151,29,true,22,0.0,-1.0,false,false,214
186692578077059,522266,221,-25,32,-24,true,4,0.0,-1.0,false,false,269
186692580419872,522567,319,-36,-103,111,true,10,0.0,-1.0,false,false,611
186694977582631,525203,140,-12,-10,-1,true,1,0.0,-1.0,false,false,733
186696181457266,526341,380,-86,79,-52,true,11,0.0,-1.0,false,false,191
186696777675339,526902,199,-23,2,0,true,2,0.0,-1.0,false,false,300
