arrival_ts,event_ts,val_x,val_y,val_z,val_w
186730586310378,186730584758760,0.0,0.0,0.0,1.0
186730590807566,186730589580537,0.1635719,0.17693263,0.684302,0.68823683
186730596008764,186730594371797,0.16266796,0.17704923,0.6843803,0.68834317
186730600929337,186730599163057,0.16117242,0.17709522,0.6844982,0.68856585
186730605237357,186730603954317,0.15984812,0.17694287,0.6847069,0.6887062
186730610133191,186730608745577,0.15877876,0.17663208,0.6850359,0.6887062
186730615492514,186730613536836,0.15795185,0.17632169,0.6854609,0.688553
186730620220795,186730618328096,0.15731956,0.1759662,0.68596435,0.6882872
186730625174389,186730623119356,0.1567414,0.17559014,0.68650997,0.68797123
186730629331160,186730627910616,0.156111,0.17519309,0.6870578,0.6876688
186730634130795,186730632701875,0.15536891,0.17474903,0.6876067,0.6874012
186730639407305,186730637493135,0.15454169,0.17431897,0.68814105,0.68716204
186730644716212,186730642284395,0.15364408,0.17383818,0.6886851,0.6869401
186730649185639,186730647106172,0.15279867,0.17338611,0.6892041,0.6867223
186730653972357,186730651897432,0.15200388,0.1730516,0.6896415,0.686544
186730658747982,186730656688692,0.15141542,0.17292628,0.68996036,0.6863852
186730663566628,186730661479952,0.15104087,0.17309572,0.6900977,0.68628687
186730668337930,186730666271211,0.15092139,0.17348212,0.69002885,0.6862849
186730672667878,186730671062471,0.15102382,0.17401235,0.6897441,0.6864143
186730679129962,186730675853731,0.15138009,0.17461576,0.689242,0.6866869
186730682945378,186730680644991,0.15195848,0.17517728,0.68855643,0.68710375
186730688064441,186730685436250,0.15263537,0.1756728,0.68770623,0.68767846
186730692996732,186730690227510,0.1534025,0.17604639,0.6867363,0.68838114
186730697481055,186730695018770,0.15412931,0.17626184,0.68570226,0.6891939
186730701881420,186730699840547,0.1547432,0.17641798,0.68462026,0.69009155
186730706722305,186730704631807,0.15508305,0.17658956,0.6835267,0.6910547
186730713385482,186730709423067,0.15496595,0.17681457,0.682463,0.692074
186730716930170,186730714214327,0.15449572,0.17711058,0.68149817,0.69305354
186730720936003,186730719005586,0.153737,0.17739108,0.6807155,0.69391906
186730725541576,186730723796846,0.15271245,0.17758976,0.680159,0.69463986
186730730410118,186730728588106,0.15148224,0.17768505,0.6798574,0.6951799
186730735306628,186730733379366,0.15013649,0.17762075,0.6798534,0.69549215
186730739799337,186730738170625,0.14880085,0.17742145,0.6801452,0.69554466
186730746381055,186730742992403,0.14754991,0.17706057,0.68071693,0.69534385
186730749583243,186730747783662,0.14639965,0.17654014,0.6815002,0.69495195
186730754165222,186730752574922,0.14543003,0.17579511,0.68243885,0.6944231
186730759336264,186730757396700,0.14462595,0.17484953,0.683448,0.693837
186730764376837,186730762187959,0.14397202,0.17370975,0.6844373,0.6932839
186730769068659,186730766979219,0.14328893,0.17241418,0.685338,0.6928588
186730773725274,186730771770479,0.14236417,0.17097662,0.68611807,0.6926337
186730779338764,186730776561739,0.14162818,0.1693241,0.68682265,0.69249225
186730783611212,186730781352998,0.14109126,0.1674251,0.6874824,0.69240886
186730788911732,186730786144258,0.14062625,0.1650724,0.68815583,0.6923993
186730793480378,186730790935518,0.1401003,0.16232662,0.6888502,0.69246465
186730798706420,186730795726778,0.1394614,0.15925409,0.68956745,0.6925932
186730803280795,186730800518037,0.1385589,0.15586881,0.6903122,0.69280255
186730808737409,186730805309297,0.13720837,0.15216102,0.6911105,0.69309974
186730813850639,186730810131075,0.13528718,0.14827774,0.6919853,0.6934461
186730817683920,186730814922334,0.13266936,0.14462312,0.69292694,0.6937833
186730822529232,186730819713594,0.12929447,0.14142567,0.69394624,0.6940607
186730829035534,186730824504854,0.12525854,0.1388752,0.69503915,0.6942223
186730831604284,186730829296114,0.12072479,0.13704154,0.6962058,0.6942209
186730837595274,186730834087373,0.11580814,0.13595049,0.6974503,0.69402385
186730842018972,186730838878633,0.110649295,0.13554321,0.69877183,0.6936157
186730846984857,186730843669893,0.105384,0.13572246,0.70017576,0.6929845
186730850855951,186730848461153,0.10018223,0.13638064,0.70165473,0.69213045
186730855582670,186730853252412,0.095205665,0.13735336,0.7031933,0.6910782
186730861475795,186730858043672,0.090588175,0.13844,0.70477825,0.6898665
186730864941680,186730862834932,0.08645607,0.13945575,0.7064043,0.6885277
186730870344024,186730867656709,0.08280563,0.1402984,0.70806575,0.6870972
186730875074024,186730872447969,0.07974627,0.14088707,0.70971,0.68564063
186730880228555,186730877239229,0.07721139,0.14116742,0.71132773,0.68419516
186730884959493,186730882030489,0.075172715,0.14108829,0.7128939,0.6828071
186730889535586,186730886821748,0.07361817,0.14060752,0.714386,0.6815149
186730894469336,186730891613008,0.07249643,0.13977373,0.71579045,0.680332
186730899473607,186730896404268,0.071730584,0.13869785,0.71708447,0.6792698
186730904877409,186730901195528,0.071163,0.1375378,0.71825504,0.67832804
186730908644076,186730905986787,0.0710021,0.13639832,0.71931624,0.67744994
