arrival_ts,event_ts,val_x,val_y,val_z,val_w,accuracy
62963844269552,62963840312329,0.13301717,-0.1347561,-0.79503816,0.5762478,0.0
62963846620177,62963845103588,0.1321103,-0.1360851,-0.79466945,0.5766525,0.0
62963851531480,62963849894848,0.13110685,-0.13682178,-0.7942522,0.5772818,0.0
62963856364396,62963854686108,0.13042594,-0.13724375,-0.79393107,0.5777774,0.0
62963862119136,62963859477368,0.12999982,-0.13771756,-0.7935842,0.57823694,0.0
62963866023302,62963864268627,0.12989968,-0.13836487,-0.79315895,0.57868826,0.0
62963870608459,62963869059887,0.13008426,-0.13913648,-0.7926874,0.5791077,0.0
62963875531948,62963873851147,0.1304825,-0.13999881,-0.79215306,0.5795414,0.0
62963880732209,62963878642407,0.1310924,-0.14099383,-0.79154634,0.57999134,0.0
62963885240646,62963883433666,0.13186355,-0.14205411,-0.79089516,0.58044595,0.0
62963890467990,62963888224926,0.13275623,-0.14310244,-0.79024297,0.58087313,0.0
62963894795021,62963893016186,0.13380516,-0.14412136,-0.7895388,0.58133787,0.0
62963899923667,62963897807446,0.13490964,-0.14510423,-0.78882134,0.58181185,0.0
62963904384605,62963902598705,0.13601932,-0.14605463,-0.7880984,0.58229524,0.0
62963909696792,62963907389965,0.13715099,-0.14690433,-0.78740907,0.58274835,0.0
62963914628094,62963912211743,0.13832901,-0.14772645,-0.7866722,0.58325714,0.0
62963918729032,62963917033520,0.13951503,-0.14855123,-0.78590655,0.58379704,0.0
62963924501532,62963921824780,0.14056063,-0.1493,-0.7851657,0.5843518,0.0
62963929211896,62963926616039,0.14151928,-0.14999333,-0.7844764,0.58486843,0.0
62963934459396,62963931407299,0.14230143,-0.15062477,-0.78378755,0.5854396,0.0
62963939150177,62963936198559,0.1428184,-0.15129243,-0.7831252,0.5860276,0.0
62963946258927,62963940989819,0.14314958,-0.15201727,-0.7824731,0.5866301,0.0
62963951513615,62963945781079,0.14325806,-0.15275444,-0.7819143,0.5871569,0.0
62963956343302,62963950572338,0.14325154,-0.15349084,-0.7813445,0.58772475,0.0
62963957867000,62963955363598,0.14319353,-0.15424666,-0.78079885,0.58826584,0.0
62963962381427,62963960154858,0.14315408,-0.1550256,-0.78026426,0.5887798,0.0
62963967604136,62963964946118,0.1431239,-0.15587777,-0.77977353,0.5892121,0.0
62963971883667,62963969737377,0.14317217,-0.15663947,-0.77927506,0.5896577,0.0
62963980105646,62963974528637,0.14334889,-0.157425,-0.7787549,0.5900926,0.0
62963981676323,62963979319897,0.1436648,-0.15826406,-0.7781878,0.59053934,0.0
62963988008354,62963984111157,0.1441182,-0.15912053,-0.77761185,0.5909572,0.0
62963990868667,62963988902416,0.14466839,-0.15986395,-0.7769925,0.5914366,0.0
62963996748667,62963993693676,0.14514597,-0.16055344,-0.77637935,0.5919378,0.0
62964000121896,62963998484936,0.14549588,-0.16125743,-0.77575046,0.59248483,0.0
62964004786584,62964003276196,0.14562866,-0.16200715,-0.77515733,0.5930237,0.0
62964009973563,62964008067455,0.14552937,-0.16275215,-0.77456135,0.5936225,0.0
62964014437313,62964012858715,0.14517893,-0.1635676,-0.77398443,0.5942363,0.0
62964019150854,62964017680493,0.14464839,-0.16444744,-0.7734212,0.59485584,0.0
62964024084657,62964022471752,0.1439473,-0.1653965,-0.77293116,0.59539956,0.0
62964028876792,62964027263012,0.14315546,-0.16637035,-0.7724467,0.59594756,0.0
62964033682521,62964032054272,0.1423764,-0.16735187,-0.7720059,0.59643036,0.0
62964038377677,62964036845532,0.14166038,-0.16840415,-0.7715734,0.59686416,0.0
62964043939969,62964041636791,0.14100066,-0.16948351,-0.7712342,0.59715325,0.0
62964049410959,62964046428051,0.14047311,-0.17052397,-0.77086765,0.5974546,0.0
62964053587000,62964051219311,0.14011867,-0.1715173,-0.7705287,0.5976907,0.0
62964058584865,62964056010571,0.13995849,-0.17246534,-0.7702046,0.5978731,0.0
62964064183198,62964060801830,0.13994476,-0.17338203,-0.7699563,0.59793097,0.0
62964067848094,62964065593090,0.1401055,-0.17425244,-0.7696239,0.59806824,0.0
62964072165073,62964070384350,0.14038406,-0.17505749,-0.7692855,0.5982032,0.0
62964077384500,62964075175610,0.14069083,-0.17582822,-0.768938,0.59835184,0.0
62964082319604,62964079966870,0.14092597,-0.17657939,-0.7687574,0.5983073,0.0
62964087926948,62964084758129,0.14113398,-0.17724001,-0.768425,0.59849,0.0
62964091521323,62964089549389,0.14126696,-0.17784366,-0.7681133,0.59867954,0.0
62964097011532,62964094340649,0.1413553,-0.1784062,-0.76780766,0.59888333,0.0
