arrival_ts,event_ts,duration,stride_x,stride_y,stride_z,is_lm_present,inst_stride_len,inst_cascade,inst_speed,is_td_present,running,sequence_num
62964936350802,306064,958,122,1111,145,true,111,0.0,-1.0,false,true,1189
62966109068822,307485,814,-286,1116,-83,true,115,0.0,-1.0,false,true,1279
62967271952364,308641,816,-720,1353,62,true,153,0.0,-1.0,false,true,1340
62968441845280,309779,795,-599,1287,65,true,141,0.0,-1.0,false,true,1316
62969617295852,310877,775,-710,1361,133,true,153,0.0,-1.0,false,true,1373
62970783948977,311994,835,-680,1272,9,true,144,0.0,-1.0,false,true,1321
62971954398612,313172,795,-653,1184,-209,true,135,0.0,-1.0,false,true,1376
62973126774132,314289,775,-880,1289,154,true,156,0.0,-1.0,false,true,1399
62974293609080,315426,796,-674,1224,-11,true,139,0.0,-1.0,false,true,1340
62975463696215,316564,795,-748,1117,-124,true,134,0.0,-1.0,false,true,1341
62976633176943,317702,795,-630,1278,74,true,142,0.0,-1.0,false,true,1332
62977806665537,318839,815,-492,1263,-48,true,135,0.0,-1.0,false,true,1274
62978973769390,319977,815,-417,1401,73,true,146,0.0,-1.0,false,true,1062
62980145008765,321134,795,-37,1389,-211,true,138,0.0,-1.0,false,true,977
62981313771160,322272,815,-299,1076,-257,true,111,0.0,-1.0,false,true,1411
62982483034702,323409,815,-1111,467,-18,true,120,0.0,-1.0,false,true,1832
62983651775534,324567,855,-1389,445,-61,true,145,0.0,-1.0,false,true,1685
62984825287513,325764,855,-431,1146,-79,true,122,0.0,-1.0,false,true,1050
62986001318815,326962,815,524,1351,49,true,144,0.0,-1.0,false,false,522
62987164316262,328259,895,1276,-596,139,true,140,0.0,-1.0,false,true,3158
62988335403658,329536,775,522,-1332,37,true,143,0.0,-1.0,false,true,2992
62989507550636,330673,815,358,-1532,283,true,157,0.0,-1.0,false,true,2955
62990676477355,331851,796,399,-1487,311,true,153,0.0,-1.0,false,true,2987
62991845317094,332988,815,381,-1491,129,true,153,0.0,-1.0,false,true,3014
62993016887770,334126,815,618,-1450,76,true,157,0.0,-1.0,false,true,3054
62994184431520,335263,815,723,-1416,82,true,158,0.0,-1.0,false,true,3071
62995354882145,336421,815,488,-1439,99,true,151,0.0,-1.0,false,true,3094
62996522105530,337558,815,657,-1284,143,true,144,0.0,-1.0,false,true,3131
62997692273029,338715,856,558,-1248,154,true,136,0.0,-1.0,false,true,3109
62998862747977,339893,835,600,-1343,84,true,147,0.0,-1.0,false,true,3115
63000033782716,341050,796,559,-1222,30,true,134,0.0,-1.0,false,true,3174
63001203995632,342228,795,683,-1087,-319,true,128,0.0,-1.0,false,true,3146
63002375373496,343365,796,714,-1213,-52,true,140,0.0,-1.0,false,true,3163
63003544532298,344503,795,592,-1119,-135,true,126,0.0,-1.0,false,true,3144
63004718012037,345640,795,651,-1332,40,true,148,0.0,-1.0,false,true,3124
63005887491255,346778,795,698,-1126,-10,true,132,0.0,-1.0,false,true,3141
63007053916046,347915,795,790,-1234,-221,true,146,0.0,-1.0,false,true,3152
63007637510369,349033,815,489,-1141,-142,true,124,0.0,-1.0,false,true,3108
