arrival_ts,event_ts,duration,stride_x,stride_y,stride_z,is_lm_present,inst_stride_len,inst_cascade,inst_speed,is_td_present,running,sequence_num
59064158822864,354091,480,-246,-176,142,true,30,0.0,-1.0,false,true,2086
59065325916197,354672,238,10,-22,-40,true,2,0.0,-1.0,false,true,2069
59065911715050,355330,918,-1214,-750,52,true,142,0.0,-1.0,false,true,2046
59067082921040,356611,895,-1256,-711,-172,true,144,0.0,-1.0,false,true,2058
59068843237341,357869,875,-1278,-1097,71,true,168,0.0,-1.0,false,true,2061
59070008800830,359127,895,-1229,-966,-142,true,156,0.0,-1.0,false,true,2063
59071182988069,360365,895,-1237,-744,108,true,144,0.0,-1.0,false,true,2040
59072350862756,361603,855,-1347,-790,102,true,156,0.0,-1.0,false,true,2054
59073520034735,362821,875,-1250,-737,228,true,145,0.0,-1.0,false,true,2097
59075276327287,364059,895,-1148,-1072,44,true,157,0.0,-1.0,false,true,2049
59075857473797,365317,855,-1090,-987,119,true,147,0.0,-1.0,false,true,2053
59077026265775,366535,675,-609,-496,104,true,78,0.0,-1.0,false,true,2076
59087557457855,377314,499,-282,-203,172,true,34,0.0,-1.0,false,true,2032
59088142646240,377875,238,25,3,-44,true,2,0.0,-1.0,false,true,2039
59089311016396,378553,898,-1086,-1085,335,true,153,0.0,-1.0,false,true,2087
59090482406916,379793,895,-1338,-920,-13,true,162,0.0,-1.0,false,true,2032
59091659040614,381051,856,-1176,-911,44,true,148,0.0,-1.0,false,true,2039
59092824737905,382269,935,-1051,-893,-146,true,137,0.0,-1.0,false,true,2050
59094576284415,383547,1075,-1045,-939,-147,true,140,0.0,-1.0,false,true,2115
59095749986550,384946,914,-1295,-814,121,true,152,0.0,-1.0,false,true,2071
59096919221653,386203,895,-1476,-992,49,true,177,0.0,-1.0,false,true,2067
59098092072434,387461,875,-1099,-830,202,true,137,0.0,-1.0,false,true,2063
59099840899569,388699,895,-1300,-1081,20,true,169,0.0,-1.0,false,true,2068
59100428179985,389957,595,-563,-353,44,true,66,0.0,-1.0,false,true,2092
