arrival_ts,event_ts,val_x,val_y,val_z,val_w,accuracy
59054405117294,59054398610963,0.06308324,-0.37329996,-0.8978812,0.2246708,0.0
59054405210888,59054403402223,0.061961528,-0.37055418,-0.8991608,0.22441071,0.0
59054417769951,59054408193483,0.061524034,-0.3689436,-0.9000977,0.22342677,0.0
59054417840159,59054412984743,0.061842147,-0.3691351,-0.90005887,0.22317891,0.0
59054419867867,59054417776002,0.061969507,-0.3694525,-0.90000737,0.22282588,0.0
59054424261253,59054422567262,0.06296102,-0.36892334,-0.9001799,0.2227277,0.0
59054428639847,59054427358522,0.06375365,-0.36890143,-0.9001205,0.22277854,0.0
59054433692347,59054432149782,0.06428519,-0.36935866,-0.8998814,0.22283404,0.0
59054438443180,59054436941041,0.06470532,-0.36979687,-0.89966327,0.22286658,0.0
59054443547451,59054441732301,0.06483685,-0.37049645,-0.8993965,0.22274329,0.0
59054448135940,59054446523561,0.06487063,-0.3712009,-0.8991073,0.2227281,0.0
59054452773076,59054451314821,0.06463298,-0.3718914,-0.8988629,0.22263166,0.0
59054457981930,59054456106081,0.06430919,-0.3724838,-0.89866906,0.22251754,0.0
59054462290315,59054460897340,0.0638304,-0.3728952,-0.89861715,0.22217567,0.0
59054467388961,59054465688600,0.063544124,-0.37314633,-0.8985624,0.22205769,0.0
59054472187451,59054470479860,0.06321231,-0.37319535,-0.89860874,0.22188216,0.0
59054477299690,59054475271120,0.062987335,-0.37314373,-0.89868057,0.22174215,0.0
59054481836565,59054480123414,0.062803455,-0.3729244,-0.898868,0.22140314,0.0
59054486739690,59054484884157,0.062951855,-0.37257662,-0.89900327,0.22139755,0.0
59054491740576,59054489705934,0.063347176,-0.37217477,-0.89911383,0.22151168,0.0
59054496233232,59054494497194,0.06390385,-0.3717898,-0.8991801,0.22172897,0.0
59054500692972,59054499288454,0.06439304,-0.37151062,-0.8992604,0.22172984,0.0
59054506267919,59054504079713,0.06505656,-0.37127683,-0.89921975,0.2220922,0.0
59054510549690,59054508870973,0.06571099,-0.3710934,-0.8991498,0.22248927,0.0
59054515527607,59054513662233,0.066407025,-0.3709681,-0.8990351,0.22295439,0.0
59054520281097,59054518453493,0.06699469,-0.37089312,-0.89896613,0.22318129,0.0
59054531119846,59054523244752,0.06759876,-0.37080097,-0.89883775,0.22366893,0.0
59054531536461,59054528036012,0.06812004,-0.3707379,-0.89870274,0.22415712,0.0
59054534990055,59054532827272,0.06846567,-0.37065881,-0.89860326,0.22458114,0.0
59054539671409,59054537618532,0.06842958,-0.3705061,-0.89867646,0.2245513,0.0
59054544995263,59054542409791,0.06837766,-0.37013638,-0.8987935,0.22470818,0.0
59054549542451,59054547201051,0.0682334,-0.36966243,-0.89897984,0.22478683,0.0
59054554417086,59054551992311,0.068040006,-0.36921683,-0.89916617,0.22483256,0.0
59054560504534,59054556783571,0.067704365,-0.36893085,-0.89937586,0.2245644,0.0
59054564553909,59054561574831,0.06743593,-0.3688041,-0.8994358,0.22461325,0.0
59054568594951,59054566366090,0.06717391,-0.36885852,-0.8994156,0.22468345,0.0
59054572897294,59054571157350,0.06695972,-0.36901942,-0.89934236,0.22477637,0.0
59054578186878,59054575948610,0.06670885,-0.36928904,-0.8992916,0.22461115,0.0
59054582214117,59054580739870,0.06664805,-0.36952725,-0.8991644,0.22474676,0.0
59054586852815,59054585531129,0.06666761,-0.36982659,-0.89899486,0.22492668,0.0
59054591877086,59054590322389,0.066770084,-0.37014973,-0.8987982,0.22515038,0.0
59054596590888,59054595113649,0.06683659,-0.37050962,-0.8986503,0.22512923,0.0
59054601722815,59054599904909,0.0670536,-0.3708368,-0.8984296,0.2254066,0.0
59054607904482,59054604696168,0.06738483,-0.37110594,-0.89820844,0.22574615,0.0
59054612861982,59054609487428,0.067756824,-0.37132487,-0.8979967,0.22611666,0.0
59054616916305,59054614309206,0.06797844,-0.37150854,-0.8978882,0.22617954,0.0
59054621144065,59054619100465,0.068305254,-0.3716771,-0.89769834,0.22655731,0.0
59054627453336,59054623891725,0.06848535,-0.3718846,-0.8975154,0.226887,0.0
59054630879013,59054628682985,0.06859867,-0.37210026,-0.89734066,0.22719006,0.0
59054636031044,59054633474245,0.06849292,-0.37235782,-0.8972623,0.22710976,0.0
59054640416721,59054638265504,0.06847859,-0.37258878,-0.89710623,0.22735143,0.0
59054646365628,59054643056764,0.06842002,-0.37283343,-0.89695966,0.22754635,0.0
59054650151357,59054647848024,0.06838551,-0.3730547,-0.89682746,0.22771502,0.0
59054654844951,59054652639284,0.068116955,-0.37331966,-0.89688206,0.2271456,0.0
59054660472815,59054657430543,0.06824311,-0.3734847,-0.89675415,0.22734125,0.0
59054664874586,59054662221803,0.06848573,-0.37359977,-0.89662474,0.22758956,0.0
59054669122815,59054667013063,0.06874748,-0.37365276,-0.89651585,0.22785242,0.0
59054674354482,59054671804323,0.06869125,-0.37366638,-0.8966383,0.2273649,0.0
59054678766149,59054676595582,0.068953015,-0.37350404,-0.89662194,0.22761661,0.0
59054683134534,59054681386842,0.06918625,-0.37321186,-0.8966693,0.22783843,0.0
59054688757242,59054686178102,0.069381535,-0.37279627,-0.89677906,0.22802731,0.0
59054694110315,59054690969362,0.069204874,-0.37235004,-0.8971246,0.22745033,0.0
59054697681513,59054695760622,0.06926479,-0.3717554,-0.89734036,0.22755362,0.0
59054702529169,59054700551881,0.06923676,-0.37112105,-0.8975899,0.22761324,0.0
59054707376253,59054705343141,0.06908072,-0.37044665,-0.897881,0.22761138,0.0
59054712296982,59054710134401,0.06857877,-0.36981726,-0.8983633,0.22688213,0.0
59054717450940,59054714925661,0.068293445,-0.36914274,-0.8986791,0.22681609,0.0
