arrival_ts,event_ts,duration,stride_x,stride_y,stride_z,is_lm_present,inst_stride_len,inst_cascade,inst_speed,is_td_present,running,sequence_num
59065326206613,351814,919,1018,-717,-209,true,124,0.0,-1.0,false,true,3344
59066499533279,353115,935,1251,-1006,52,true,160,0.0,-1.0,false,true,3367
59067673501508,354373,914,1170,-1024,193,true,155,0.0,-1.0,false,true,3345
59069429014216,355630,894,1262,-655,-108,true,142,0.0,-1.0,false,true,3351
59070602527913,356887,915,1403,-1029,-37,true,173,0.0,-1.0,false,true,3309
59071769370777,358124,895,1282,-860,48,true,154,0.0,-1.0,false,true,3338
59072932744423,359361,895,1170,-857,-75,true,145,0.0,-1.0,false,true,3334
59074102036870,360579,916,1103,-843,-13,true,138,0.0,-1.0,false,true,3306
59075277126974,361856,875,1125,-885,72,true,143,0.0,-1.0,false,true,3341
59077028451140,363073,915,1132,-841,-31,true,141,0.0,-1.0,false,true,3272
59088729820198,375042,939,1153,-791,-43,true,139,0.0,-1.0,false,true,3334
59089898800302,376344,854,1261,-857,69,true,152,0.0,-1.0,false,true,3311
59091070101551,377560,897,1132,-950,-20,true,147,0.0,-1.0,false,true,3308
59092240372124,378778,934,1121,-826,70,true,139,0.0,-1.0,false,true,3264
59093994468581,380075,935,1362,-970,87,true,167,0.0,-1.0,false,true,3212
59095749056237,381452,934,1398,-859,140,true,164,0.0,-1.0,false,true,3272
59096336672695,382729,915,976,-887,28,true,131,0.0,-1.0,false,true,3305
59097508484466,383986,915,1515,-1076,1,true,185,0.0,-1.0,false,true,3316
59098677016288,385243,855,1235,-868,35,true,150,0.0,-1.0,false,true,3326
59100430678891,386480,875,1246,-921,115,true,154,0.0,-1.0,false,true,3318
