arrival_ts,event_ts,val_x,val_y,val_z,val_w
187279522981158,187279521391422,0.0,0.0,0.0,1.0
187279527252408,187279526152165,0.330498,0.23245876,0.6686262,0.624238
187279532179908,187279530973942,0.32955572,0.23182696,0.6685471,0.6250553
187279537434492,187279535765202,0.32840833,0.23071514,0.66867083,0.62593746
187279541950325,187279540556461,0.32724038,0.22970203,0.66874343,0.62684363
187279546700325,187279545378239,0.32594457,0.22882298,0.6687948,0.6277847
187279552082877,187279550169499,0.3245155,0.22806278,0.66888446,0.62870556
187279556280898,187279554960758,0.32298964,0.22745799,0.6690427,0.6295414
187279562878398,187279559752018,0.32142395,0.22696103,0.6693204,0.63022655
187279568043815,187279564543278,0.31993198,0.22670914,0.6696754,0.63069916
187279571448502,187279569334538,0.3185648,0.22662945,0.6701409,0.63092524
187279575822096,187279574125797,0.31764185,0.22648902,0.67073596,0.6308088
187279580577981,187279578917057,0.31711403,0.22614434,0.67137074,0.6305226
187279585762773,187279583708317,0.31688386,0.2257071,0.6718525,0.6302818
187279590199908,187279588499577,0.31668362,0.22511294,0.67220855,0.6302153
187279594966940,187279593290836,0.3166206,0.22430833,0.6724928,0.6302306
187279600988919,187279598082096,0.31673396,0.22336051,0.6727315,0.6302555
187279605965429,187279602873356,0.31702262,0.22233246,0.67291486,0.6302781
187279609170013,187279607664616,0.3174628,0.22122326,0.6730492,0.6303035
187279614599544,187279612455875,0.31793028,0.2199819,0.67316914,0.6303742
187279620965533,187279617247135,0.31835267,0.2186118,0.6733059,0.6304916
187279623743398,187279622038395,0.3186033,0.21718904,0.67345977,0.63069224
187279628606106,187279626829655,0.31868926,0.21569233,0.67366326,0.6309452
187279633235429,187279631620915,0.3185985,0.21421832,0.6738937,0.631247
187279638830117,187279636412174,0.31835034,0.21277373,0.6741451,0.6315923
187279643166627,187279641203434,0.31787774,0.21133228,0.67443126,0.63200855
187279647813867,187279645994694,0.31725162,0.20984374,0.6747624,0.6324656
187279652311106,187279650785954,0.3164656,0.20838706,0.67508554,0.632996
187279657586627,187279655577213,0.31557012,0.2069563,0.67537314,0.63360536
187279662248294,187279660398991,0.3146678,0.20554656,0.6756013,0.6342693
187279669331315,187279665190250,0.31381443,0.20416577,0.6757489,0.63498056
187279672440690,187279669981510,0.31307697,0.20285928,0.67578304,0.6357265
187279676656835,187279674772770,0.31253028,0.20164342,0.6756902,0.63648057
187279681434023,187279679564030,0.31216028,0.20054147,0.6754791,0.63723385
187279686607460,187279684355290,0.31194204,0.199578,0.67516714,0.6379735
187279690852877,187279689146549,0.31188276,0.19873576,0.674769,0.63868624
187279695712929,187279693937809,0.31199396,0.19805117,0.6742642,0.63937724
187279701513190,187279698729069,0.31222978,0.19754921,0.6736535,0.6400608
187279705977981,187279703520329,0.31269297,0.19715288,0.6729792,0.64066595
187279710383346,187279708311588,0.31313384,0.19717516,0.67217356,0.6412892
187279714881367,187279713102848,0.31336647,0.19810633,0.6711533,0.64195687
187279720953450,187279717894108,0.31390694,0.19919741,0.67020154,0.64234936
187279725199388,187279722685368,0.31470582,0.19951078,0.6695146,0.6425776
187279729454127,187279727476627,0.31577042,0.19942881,0.6688518,0.642771
187279736492721,187279732267887,0.31677392,0.19947375,0.66808426,0.6430614
187279739511731,187279737059147,0.31754115,0.20001361,0.66722125,0.6434112
187279743472148,187279741850407,0.31821853,0.20095548,0.6664044,0.64362955
187279748623606,187279746641666,0.3190632,0.20201662,0.6657514,0.64355505
187279754326888,187279751432926,0.3200442,0.2031433,0.6652076,0.6432755
187279758673398,187279756224186,0.3209431,0.20433722,0.6647555,0.6429167
187279763815325,187279761015446,0.32158315,0.20560853,0.664416,0.6425424
187279770844492,187279765806706,0.32187417,0.20698698,0.6641897,0.642188
187279773514960,187279770597965,0.32177144,0.20841931,0.66410166,0.64186716
187279777266210,187279775389225,0.32137525,0.20981976,0.66415787,0.64155126
187279782292200,187279780180485,0.3206914,0.211046,0.6643806,0.64126045
187279786704544,187279784971745,0.31969813,0.21204603,0.66473514,0.6410591
187279791564127,187279789763004,0.31849492,0.2126666,0.6652079,0.6409621
187279797064596,187279794554264,0.31713852,0.21283276,0.66575354,0.64101297
187279802001002,187279799376041,0.31568852,0.21253736,0.66630834,0.6412502
187279806377408,187279804167301,0.3142258,0.21179433,0.6668211,0.6416813
187279811027356,187279808958561,0.31276268,0.21067731,0.6672671,0.6423
187279815731783,187279813749821,0.3113488,0.20931737,0.66760296,0.64308196
187279821505117,187279818541081,0.31000072,0.2078045,0.6678365,0.6439808
187279825857773,187279823332340,0.3087315,0.20625503,0.6679792,0.64494
187279831184387,187279828123600,0.3075522,0.2047548,0.668053,0.6459043
187279835922825,187279832945377,0.30647007,0.20336404,0.66809106,0.6468179
187279839801471,187279837736637,0.30549172,0.20214063,0.6681239,0.64762986
187279844024283,187279842527897,0.3045919,0.20103008,0.66819435,0.64832634
187279849199075,187279847319157,0.30375358,0.20002411,0.6683224,0.6488985
187279853929335,187279852110416,0.30295426,0.1990737,0.6685377,0.6493425
187279859471783,187279856901676,0.3021896,0.19820566,0.6688296,0.6496636
187279863889908,187279861692936,0.30145034,0.19745177,0.66917825,0.6498776
187279869480325,187279866484196,0.3007267,0.19679768,0.6695706,0.6500072
187279874025794,187279871275456,0.3000138,0.19620673,0.6699871,0.65008616
187279878167669,187279876066715,0.29927874,0.19563043,0.67041516,0.65015733
187279884143762,187279880857975,0.29848957,0.19510885,0.6708217,0.65025735
187279889156210,187279885649235,0.29768237,0.19463873,0.67118627,0.6503922
187279893332773,187279890440495,0.29687244,0.19417842,0.6715002,0.6505759
187279898513242,187279895231754,0.2961363,0.19368789,0.6717424,0.65080756
