arrival_ts,event_ts,duration,stride_x,stride_y,stride_z,is_lm_present,inst_stride_len,inst_cascade,inst_speed,is_td_present,running,sequence_num
58750602507619,39134,716,-71,-709,53,true,71,0.0,-1.0,false,true,2057
58766396692196,56329,560,-285,-141,120,true,31,0.0,-1.0,false,true,1997
58766979764644,57011,217,10,-2,-8,true,1,0.0,-1.0,false,true,1988
58768741905373,57728,959,-1287,-408,63,true,135,0.0,-1.0,false,true,1954
58769905505060,59110,975,-1220,-521,-8,true,132,0.0,-1.0,false,true,1959
58771084738497,60488,915,-1214,-602,46,true,135,0.0,-1.0,false,true,1980
58772832561100,61806,935,-1117,-489,84,true,121,0.0,-1.0,false,true,2010
58774002109589,63144,976,-1190,-615,38,true,133,0.0,-1.0,false,true,2008
58775170263391,64523,955,-1242,-752,50,true,145,0.0,-1.0,false,true,1999
58776923480005,65881,955,-1189,-590,160,true,132,0.0,-1.0,false,true,1958
58778093350890,67219,916,-1189,-682,101,true,137,0.0,-1.0,false,true,1984
58779268385941,68538,975,-1227,-519,68,true,133,0.0,-1.0,false,true,1981
58780434654587,69936,775,-605,-192,68,true,63,0.0,-1.0,false,true,1976
58794473618488,84114,539,-274,-142,105,true,30,0.0,-1.0,false,true,1984
58795060714060,84715,218,10,-5,-23,true,1,0.0,-1.0,false,true,1986
58796226660675,85452,979,-1263,-678,22,true,143,0.0,-1.0,false,true,2000
58797984135726,86914,955,-1126,-552,123,true,125,0.0,-1.0,false,true,2033
58799154080882,88312,955,-1207,-418,125,true,127,0.0,-1.0,false,true,1999
58800908148954,89710,976,-1158,-805,129,true,141,0.0,-1.0,false,true,2029
58802084356922,91169,935,-1092,-647,191,true,126,0.0,-1.0,false,true,2009
58803250518224,92567,955,-1153,-728,49,true,136,0.0,-1.0,false,true,1985
58805002370984,93965,955,-990,-814,220,true,128,0.0,-1.0,false,true,2008
58806175662285,95383,995,-1082,-590,66,true,123,0.0,-1.0,false,true,1994
58807928306503,96841,995,-1191,-780,47,true,142,0.0,-1.0,false,true,1985
