arrival_ts,event_ts,val_x,val_y,val_z,val_w
187093924873521,187093923227099,0.0,0.0,0.0,1.0
187093931909146,187093928018359,-0.025719449,0.6060424,-0.01851731,0.79480076
187093934208052,187093932809619,-0.024932757,0.6045785,-0.018962365,0.79592943
187093939201281,187093937600878,-0.023748053,0.60334,-0.01932798,0.79689604
187093946847635,187093942392138,-0.022241116,0.60203594,-0.01967078,0.79791677
187093948736438,187093947183398,-0.020567864,0.600734,-0.02008973,0.7989318
187093953434823,187093951974658,-0.018732538,0.59941405,-0.020577349,0.7999553
187093958912167,187093956765917,-0.016762292,0.5982412,-0.021126252,0.80086213
187093964181958,187093961557177,-0.014752219,0.597515,-0.02177728,0.80142623
187093968887271,187093966348437,-0.0127330525,0.59724236,-0.022506192,0.8016439
187093973536229,187093971139697,-0.01071964,0.5972297,-0.02325316,0.80166143
187093978172427,187093975930957,-0.008754825,0.5974734,-0.023989003,0.801482
187093982459250,187093980722216,-0.0069822734,0.5979572,-0.024751231,0.8011154
187093987475708,187093985513476,-0.005398065,0.5986696,-0.02548668,0.8005723
187093992501594,187093990304736,-0.003970539,0.5997014,-0.026132248,0.7997872
187093998116281,187093995095996,-0.0027775264,0.6012604,-0.026718702,0.79860145
187094001372167,187093999887255,-0.0019493807,0.60308003,-0.02732804,0.79721004
187094006232010,187094004678515,-0.0014158913,0.6049264,-0.027913135,0.79579073
187094012121594,187094009469775,-0.0010970446,0.6067072,-0.028467229,0.79441476
187094016423677,187094014261035,-9.849886E-4,0.60846364,-0.029062085,0.7930488
187094021122167,187094019052294,-0.0010151354,0.6101936,-0.029701773,0.7916947
187094025859406,187094023843554,-0.0011252158,0.6119517,-0.030365253,0.79031116
187094031660396,187094028634814,-0.0012241313,0.61376494,-0.031007424,0.78887874
187094035582063,187094033426074,-0.0012665803,0.6155397,-0.03158443,0.7874717
187094041319979,187094038247851,-0.0012009684,0.61730844,-0.032016583,0.78606856
187094050455865,187094043008593,-0.0010053673,0.618945,-0.03228229,0.78476995
187094050729875,187094047830371,-6.889908E-4,0.62045866,-0.032405686,0.78356904
187094055406385,187094052621630,-2.9180065E-4,0.6217737,-0.032403816,0.78252625
187094061593938,187094057412890,2.0494637E-4,0.62282133,-0.032282416,0.78169775
187094067278521,187094062204150,8.421232E-4,0.6235014,-0.03201817,0.78116584
187094071545396,187094066995410,0.0016526702,0.6239088,-0.031606752,0.78085595
187094075648833,187094071786669,0.0025496539,0.6240914,-0.031124609,0.780727
187094084427375,187094076577929,0.0034458558,0.62407863,-0.030635724,0.78075314
187094084716854,187094081369189,0.0044043614,0.6239481,-0.0300795,0.78087425
187094089126594,187094086160449,0.0054512224,0.62374365,-0.029404419,0.78105664
187094093341594,187094090951708,0.0064789155,0.6235135,-0.028655205,0.7812604
187094097804563,187094095742968,0.0073865578,0.623262,-0.027875945,0.7814812
187094103281073,187094100534228,0.008118786,0.6229631,-0.027102977,0.7817394
187094107442635,187094105325488,0.00864183,0.6225923,-0.026375342,0.78205407
187094115789563,187094110116748,0.009002458,0.6221672,-0.02565416,0.7824122
187094117787115,187094114908007,0.00921273,0.62161124,-0.024988797,0.782873
187094122026385,187094119699267,0.009355499,0.6209431,-0.024374833,0.7834207
187094126453365,187094124490527,0.009531654,0.6201622,-0.02381506,0.7840541
187094130920135,187094129281787,0.009783058,0.6193276,-0.02335227,0.78472435
187094135475188,187094134103564,0.010117501,0.61847967,-0.023017522,0.7853984
187094140785135,187094138894824,0.010522116,0.6175712,-0.02282698,0.78611326
187094145366073,187094143686083,0.0109734135,0.6165581,-0.022789879,0.786903
187094150728833,187094148477343,0.01151883,0.6153774,-0.022871627,0.78781646
187094155464927,187094153268603,0.012150979,0.61400104,-0.023088204,0.7888739
187094160206854,187094158059863,0.0128942635,0.61255485,-0.023441995,0.78997517
187094164653417,187094162851123,0.013710425,0.61120296,-0.023970705,0.790992
187094169494719,187094167642382,0.014584519,0.6100269,-0.024658246,0.7918626
187094174311646,187094172433642,0.01555958,0.6089784,-0.025433693,0.7926262
187094182543937,187094177255419,0.016596578,0.60798335,-0.026302725,0.7933404
187094185306802,187094182046679,0.0176508,0.6070985,-0.02723416,0.7939636
187094189052375,187094186807421,0.018653862,0.60635054,-0.028227905,0.79447734
187094194080187,187094191629199,0.019591229,0.60578525,-0.029259376,0.79484856
187094198555604,187094196420458,0.020443263,0.6054511,-0.030223303,0.7950457
187094202934719,187094201211718,0.021147849,0.60545653,-0.031106232,0.79498905
187094208385604,187094206002978,0.02166195,0.6058277,-0.0318809,0.7946617
187094213091698,187094210794238,0.0219615,0.60646087,-0.032525655,0.7941442
187094220025969,187094215585498,0.022095025,0.6071849,-0.033001687,0.79356736
187094222172375,187094220376757,0.022104917,0.60785574,-0.033310343,0.7930405
187094227475083,187094225168017,0.022041002,0.60837823,-0.033471603,0.79263467
187094232831333,187094229959277,0.021924898,0.6087072,-0.03350972,0.79238373
187094237936906,187094234750537,0.02177036,0.6088613,-0.03345499,0.79227185
187094242319198,187094239541796,0.021600641,0.60894376,-0.033344086,0.79221785
187094246664354,187094244333056,0.021420633,0.6089874,-0.033188082,0.79219574
187094251169458,187094249124316,0.021286877,0.60897255,-0.032966197,0.79222
187094255909198,187094253915576,0.021190379,0.6088604,-0.032678466,0.7923207
187094261798729,187094258706835,0.021115938,0.6085954,-0.03235812,0.7925394
187094266346906,187094263498095,0.021058582,0.608201,-0.032036494,0.7928567
187094270652948,187094268289355,0.021033267,0.6076819,-0.0317316,0.7932676
187094275448312,187094273080615,0.021023495,0.60710293,-0.031479664,0.793721
187094281327375,187094277871874,0.021088513,0.6065006,-0.03126101,0.79418826
187094285915552,187094282663134,0.021216158,0.6058613,-0.031097496,0.7946791
187094290406490,187094287454394,0.021368546,0.605173,-0.031014768,0.79520255
187094295315083,187094292245654,0.021536151,0.6045012,-0.031027623,0.79570836
187094300004719,187094297036914,0.021739906,0.60392827,-0.031153763,0.79613286
