arrival_ts,event_ts,val_x,val_y,val_z,val_w
186993375308611,186993373199947,0.0,0.0,0.0,1.0
186993379074184,186993377991207,0.33476123,0.20050338,0.6777332,0.62322634
186993392351997,186993382782466,0.33527476,0.20074378,0.67717856,0.62347573
186993392427153,186993387573726,0.3358788,0.20255008,0.6760171,0.6238268
186993394547934,186993392364986,0.33608997,0.20426142,0.6749514,0.62430876
186993400676997,186993397156246,0.33598354,0.20576231,0.6739918,0.6249096
186993403238195,186993401947506,0.33575937,0.20685773,0.6731726,0.6255511
186993408024080,186993406738765,0.33554474,0.20767118,0.67240554,0.62622136
186993413002934,186993411530025,0.33513844,0.20819905,0.67171377,0.6270056
186993418786007,186993416351802,0.3346086,0.20845768,0.6711021,0.62785697
186993422505278,186993421143062,0.33410951,0.20848033,0.67057174,0.6286814
186993427167726,186993425934322,0.33374548,0.20828238,0.6701135,0.6294285
186993432620486,186993430725582,0.3335753,0.20793605,0.66969585,0.6300774
186993437988820,186993435516841,0.333568,0.20748135,0.66930205,0.6306493
186993442255278,186993440308101,0.33370245,0.2070406,0.66888356,0.6311669
186993446881424,186993445099361,0.33399695,0.20665607,0.668432,0.63161534
186993452335695,186993449890621,0.3343465,0.20635578,0.6679494,0.63203907
186993456417622,186993454681881,0.3346803,0.20617631,0.66742975,0.6324697
186993461825278,186993459473140,0.33501187,0.20605539,0.66688484,0.6329083
186993468656684,186993464264400,0.3353126,0.20593053,0.66633123,0.63337255
186993472097674,186993469086177,0.33552936,0.20584038,0.6657517,0.6338963
186993475702986,186993473877437,0.33577606,0.20575948,0.6651571,0.63441586
186993480428768,186993478668697,0.33604625,0.20558362,0.66458803,0.634926
186993485721945,186993483459957,0.33639374,0.20535696,0.66401976,0.6354097
186993490400903,186993488251216,0.33686334,0.2049651,0.6635083,0.63582164
186993494689132,186993493042476,0.33746868,0.20437454,0.66304713,0.6361717
186993500490955,186993497833736,0.33815658,0.2035174,0.6626443,0.63650084
186993505281268,186993502624996,0.33871517,0.20236135,0.66232365,0.636906
186993509428403,186993507416256,0.339116,0.20095153,0.66206807,0.6374047
